ID,Class,Enroll Count,Session,Meeting Days,Meeting Times,Room,Instructor
BMEN1300_001,Discover Biomedical Engineering,119,08/19/2024 - 12/13/2024,Tuesday Thursday,8:30AM to 9:20AM,NTDP K150,"Shi,Xiaodan"
BMEN1300_301,Discover Biomedical Engineering,20,08/19/2024 - 12/13/2024,Monday,5:30PM to 8:20PM,NTDP E225B,"Shi,Xiaodan"
BMEN1300_302,Discover Biomedical Engineering,20,08/19/2024 - 12/13/2024,Monday,11:30AM to 2:20PM,NTDP E225B,"Shi,Xiaodan"
BMEN1300_303,Discover Biomedical Engineering,20,08/19/2024 - 12/13/2024,Tuesday,9:30AM to 12:20PM,NTDP E225B,"Shi,Xiaodan"
BMEN1300_304,Discover Biomedical Engineering,20,08/19/2024 - 12/13/2024,Wednesday,8:30AM to 11:20AM,NTDP E225B,"Shi,Xiaodan"
BMEN1300_305,Discover Biomedical Engineering,20,08/19/2024 - 12/13/2024,Thursday,9:30AM to 12:20PM,NTDP E225B,"Shi,Xiaodan"
BMEN1300_306,Discover Biomedical Engineering,10,08/19/2024 - 12/13/2024,Friday,8:30AM to 11:20AM,NTDP E225B,"Shi,Xiaodan"
BMEN1300_307,Discover Biomedical Engineering,10,08/19/2024 - 12/13/2024,Saturday,8:30AM to 11:20AM,NTDP E225B,"Shi,Xiaodan"
BMEN2210_001,Biomedical Circuits and Data Acquisition Best Prac,63,08/19/2024 - 12/13/2024,Monday Wednesday,9:00AM to 9:50AM,NTDP B155,"Vaidyanathan,Vijay V"
BMEN2210_301,Biomedical Circuits and Data Acquisition Best Prac,24,08/19/2024 - 12/13/2024,Monday,10:30AM to 1:20PM,NTDP F242,"Vaidyanathan,Vijay V"
BMEN2210_302,Biomedical Circuits and Data Acquisition Best Prac,30,08/19/2024 - 12/13/2024,Tuesday,9:30AM to 12:20PM,NTDP F242,"Vaidyanathan,Vijay V"
BMEN2210_303,Biomedical Circuits and Data Acquisition Best Prac,9,08/19/2024 - 12/13/2024,Wednesday,10:30AM to 1:20PM,NTDP F242,"Vaidyanathan,Vijay V"
BMEN3310_001,Engineering Measurements from Human Systems,61,08/19/2024 - 12/13/2024,Monday Wednesday,10:30AM to 11:20AM,NTDP K110,"Shi,Xiaodan"
BMEN3310_301,Engineering Measurements from Human Systems,24,08/19/2024 - 12/13/2024,Monday,2:30PM to 5:20PM,NTDP E225B,"Shi,Xiaodan"
BMEN3310_302,Engineering Measurements from Human Systems,20,08/19/2024 - 12/13/2024,Tuesday,2:00PM to 4:50PM,NTDP E225B,"Shi,Xiaodan"
BMEN3310_303,Engineering Measurements from Human Systems,17,08/19/2024 - 12/13/2024,Thursday,2:00PM to 4:50PM,NTDP E225B,"Shi,Xiaodan"
BMEN3311_001,Biomedical Signal Analysis,63,08/19/2024 - 12/13/2024,Monday Wednesday,1:00PM to 1:50PM,NTDP K110,"Li,Lin"
BMEN3311_301,Biomedical Signal Analysis,40,08/19/2024 - 12/13/2024,Wednesday,2:00PM to 4:50PM,NTDP F242,"Li,Lin"
BMEN3311_302,Biomedical Signal Analysis,23,08/19/2024 - 12/13/2024,Thursday,9:30AM to 12:20PM,NTDP F242,"Li,Lin"
BMEN3350_001,Biomedical Transport Phenomena,59,08/19/2024 - 12/13/2024,Monday Wednesday,11:30AM to 12:50PM,NTDP K120,"Yang,Yong"
BMEN4007_001,Biomedical Experimental Design and Data Analysis,22,08/19/2024 - 12/13/2024,Tuesday Thursday,2:30PM to 3:50PM,NTDP B155,"Meckes,Brian Richard"
BMEN4200_001,Introduction to Biochemical Engineering,10,08/19/2024 - 12/13/2024,Tuesday Thursday,10:00AM to 11:20AM,NTDP E264,"Lee,Moo-yeal David"
BMEN4212_001,Senior Design I,50,08/19/2024 - 12/13/2024,Friday,9:30AM to 11:20AM,NTDP K120,"Shi,Xiaodan"
BMEN4212_302,Senior Design I,18,08/19/2024 - 12/13/2024,Wednesday,2:30PM to 5:20PM,NTDP K130,"Shi,Xiaodan"
BMEN4212_303,Senior Design I,16,08/19/2024 - 12/13/2024,Friday,5:30PM to 8:20PM,NTDP K130,"Shi,Xiaodan"
BMEN4212_305,Senior Design I,16,08/19/2024 - 12/13/2024,Monday,2:30PM to 5:20PM,NTDP K130,"Shi,Xiaodan"
BMEN4310_001,Biomedical Modeling,36,08/19/2024 - 12/13/2024,Tuesday Thursday,4:00PM to 4:50PM,NTDP K120,"Esmailie,Fateme"
BMEN4310_301,Biomedical Modeling,12,08/19/2024 - 12/13/2024,Wednesday,11:30AM to 2:20PM,NTDP E225B,"Esmailie,Fateme"
BMEN4310_302,Biomedical Modeling,12,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP E225B,"Esmailie,Fateme"
BMEN4310_303,Biomedical Modeling,12,08/19/2024 - 12/13/2024,Friday,11:30AM to 2:20PM,NTDP E225B,"Esmailie,Fateme"
BMEN4312_001,FDA Regulations and Quality Control of Biomedical,18,08/19/2024 - 12/13/2024,Monday Wednesday,7:00PM to 8:20PM,CHEM  352,"Holliday,Denise Schuler"
BMEN4313_001,Cellular Engineering,10,08/19/2024 - 12/13/2024,Monday Wednesday,11:30AM to 12:50PM,NTDP K110,"Chan,Tsz yan clement"
BMEN4325_001,Biomedical Nanotechnology,18,08/19/2024 - 12/13/2024,Monday Wednesday,1:00PM to 2:20PM,NTDP E264,"Habibi,Neda"
BMEN5007_001,Research Methods in Biomedical Engineering,18,08/19/2024 - 12/13/2024,Tuesday Thursday,2:30PM to 3:50PM,NTDP B155,"Meckes,Brian Richard"
BMEN5007_601,Research Methods in Biomedical Engineering,2,08/19/2024 - 12/13/2024,Tuesday Thursday,2:30PM to 3:50PM,NTDP B155,"Meckes,Brian Richard"
BMEN5100_001,Standards and FDA Regulations,41,08/19/2024 - 12/13/2024,Monday Wednesday,7:00PM to 8:20PM,CHEM  352,"Holliday,Denise Schuler"
BMEN5100_601,Standards and FDA Regulations,4,08/19/2024 - 12/13/2024,Monday Wednesday,7:00PM to 8:20PM,CHEM  352,"Holliday,Denise Schuler"
BMEN5210_001,Biomedical Engineering Laboratory,40,08/19/2024 - 12/13/2024,Tuesday,12:00PM to 12:50PM,NTDP E265,"Yang,Huaxiao"
BMEN5210_301,Biomedical Engineering Laboratory,7,08/19/2024 - 12/13/2024,Monday,8:30AM to 11:20AM,NTDP E225C,"Yang,Huaxiao"
BMEN5210_303,Biomedical Engineering Laboratory,9,08/19/2024 - 12/13/2024,Thursday,5:30PM to 8:20PM,NTDP E225C,"Yang,Huaxiao"
BMEN5210_306,Biomedical Engineering Laboratory,9,08/19/2024 - 12/13/2024,Wednesday,2:00PM to 4:50PM,NTDP E225C,"Yang,Huaxiao"
BMEN5210_307,Biomedical Engineering Laboratory,6,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP E225C,"Yang,Huaxiao"
BMEN5280_001,AI for Wearables and Healthcare,14,08/19/2024 - 12/13/2024,Tuesday Thursday,2:30PM to 3:50PM,NTDP D201,"Albert,Mark Vincent"
BMEN5313_001,Bioengineering of Cellular Systems,16,08/19/2024 - 12/13/2024,Monday Wednesday,11:30AM to 12:50PM,NTDP K110,"Chan,Tsz yan clement"
BMEN5313_601,Bioengineering of Cellular Systems,0,08/19/2024 - 12/13/2024,Monday Wednesday,11:30AM to 12:50PM,NTDP K110,"Chan,Tsz yan clement"
BMEN5315_001,Computational Methods in Biomedical Engineering,4,08/19/2024 - 12/13/2024,Tuesday Thursday,4:00PM to 4:50PM,NTDP K120,"Esmailie,Fateme"
BMEN5315_301,Computational Methods in Biomedical Engineering,4,08/19/2024 - 12/13/2024,Wednesday,5:30PM to 8:20PM,NTDP E225B,"Esmailie,Fateme"
BMEN5315_601,Computational Methods in Biomedical Engineering,0,08/19/2024 - 12/13/2024,Tuesday Thursday,4:00PM to 4:50PM,NTDP K120,"Esmailie,Fateme"
BMEN5315_602,Computational Methods in Biomedical Engineering,0,08/19/2024 - 12/13/2024,Wednesday,5:30PM to 8:20PM,NTDP E225B,"Esmailie,Fateme"
BMEN5316_001,Biopolymers and Flexible Bioelectronics,35,08/19/2024 - 12/13/2024,Tuesday Thursday,10:00AM to 11:20AM,NTDP B190,"Ecker,Melanie Jennifer susanne mary-jane"
BMEN5327_001,Immuno-engineering,26,08/19/2024 - 12/13/2024,Monday Wednesday,10:00AM to 11:20AM,NTDP K120,"Won,Youngwook"
BMEN5332_001,Soft Robotics in Biomedical Engineering,7,08/19/2024 - 12/13/2024,Friday,11:00AM to 1:50PM,NTDP B157,"Jafari,Amir"
BMEN5800_001,Topics in Biomedical Engineering,15,08/19/2024 - 12/13/2024,Friday,4:00PM to 6:40PM,Gab   527,"Raza,Asad"
BMEN5940_001,Biomedical Engineering Seminar,42,08/19/2024 - 12/13/2024,Thursday,11:30AM to 12:20PM,NTDP E265,"Yang,Huaxiao, "
BMEN6920_001,Instructional Service Component,3,08/19/2024 - 12/13/2024,Monday Wednesday,4:00PM to 5:20PM,NTDP D207B,"Vaidyanathan,Vijay V"
BMEN6940_001,Biomedical Engineering Doctoral Seminar,8,08/19/2024 - 12/13/2024,Thursday,11:30AM to 12:20PM,NTDP E265,"Yang,Huaxiao, "
CSCE1010_001,Discovering Computer Science,76,08/19/2024 - 12/13/2024,Tuesday Thursday,9:30AM to 10:50AM,CHEM  352,"Borge Flores,Rubenia Borge"
CSCE1010_002,Discovering Computer Science,104,08/19/2024 - 12/13/2024,Monday Wednesday,5:00PM to 6:20PM,BLB   070,"Borge Flores,Rubenia Borge"
CSCE1010_003,Discovering Computer Science,103,08/19/2024 - 12/13/2024,Monday Friday,8:00AM to 9:20AM,BLB   155,"Borge Flores,Rubenia Borge"
CSCE1010_004,Discovering Computer Science,131,08/19/2024 - 12/13/2024,Monday Wednesday,3:30PM to 4:50PM,Env   125,"Borge Flores,Rubenia Borge"
CSCE1010_005,Discovering Computer Science,80,08/19/2024 - 12/13/2024,Tuesday Thursday,4:00PM to 5:20PM,NTDP E265,"Keathly,David Mark"
CSCE1010_006,Discovering Computer Science,80,08/19/2024 - 12/13/2024,Monday Wednesday,8:30AM to 9:50AM,NTDP E265,"Keathly,David Mark"
CSCE1010_007,Discovering Computer Science,125,08/19/2024 - 12/13/2024,Tuesday Thursday,2:00PM to 3:20PM,Wh    122,"Borge Flores,Rubenia Borge"
CSCE1010_306,Discovering Computer Science,27,08/19/2024 - 12/13/2024,Thursday,12:30PM to 2:50PM,NTDP F242,"Borge Flores,Rubenia Borge"
CSCE1010_307,Discovering Computer Science,20,08/19/2024 - 12/13/2024,Tuesday,11:30AM to 2:20PM,NTDP F236,"Borge Flores,Rubenia Borge"
CSCE1010_308,Discovering Computer Science,38,08/19/2024 - 12/13/2024,Monday,12:30PM to 3:20PM,NTDP F218,"Borge Flores,Rubenia Borge"
CSCE1010_309,Discovering Computer Science,27,08/19/2024 - 12/13/2024,Friday,12:30PM to 3:20PM,NTDP F242,"Borge Flores,Rubenia Borge"
CSCE1010_310,Discovering Computer Science,21,08/19/2024 - 12/13/2024,Monday,9:30AM to 12:20PM,NTDP F210,"Borge Flores,Rubenia Borge"
CSCE1010_311,Discovering Computer Science,56,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP B142,"Borge Flores,Rubenia Borge"
CSCE1010_312,Discovering Computer Science,29,08/19/2024 - 12/13/2024,Wednesday,8:30AM to 11:20AM,NTDP F222,"Borge Flores,Rubenia Borge"
CSCE1010_313,Discovering Computer Science,39,08/19/2024 - 12/13/2024,Tuesday,9:30AM to 12:20PM,NTDP B140,"Borge Flores,Rubenia Borge"
CSCE1010_314,Discovering Computer Science,26,08/19/2024 - 12/13/2024,Thursday,9:30AM to 12:20PM,NTDP B140,"Borge Flores,Rubenia Borge"
CSCE1010_315,Discovering Computer Science,42,08/19/2024 - 12/13/2024,Monday,9:30AM to 12:20PM,NTDP F270,"Borge Flores,Rubenia Borge"
CSCE1010_316,Discovering Computer Science,44,08/19/2024 - 12/13/2024,Thursday,8:30AM to 11:20AM,NTDP F243,"Borge Flores,Rubenia Borge"
CSCE1010_317,Discovering Computer Science,21,08/19/2024 - 12/13/2024,Tuesday,8:30AM to 11:20AM,NTDP F210,"Keathly,David Mark"
CSCE1010_318,Discovering Computer Science,40,08/19/2024 - 12/13/2024,Wednesday,2:30PM to 5:20PM,NTDP F270,"Keathly,David Mark"
CSCE1010_319,Discovering Computer Science,45,08/19/2024 - 12/13/2024,Thursday,5:30PM to 8:20PM,NTDP F222,"Borge Flores,Rubenia Borge"
CSCE1010_320,Discovering Computer Science,19,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP F270,"Keathly,David Mark"
CSCE1010_321,Discovering Computer Science,12,08/19/2024 - 12/13/2024,Thursday,2:30PM to 5:20PM,NTDP F210,"Keathly,David Mark"
CSCE1010_322,Discovering Computer Science,24,08/19/2024 - 12/13/2024,Monday,2:30PM to 5:20PM,NTDP F210,"Keathly,David Mark"
CSCE1010_323,Discovering Computer Science,44,08/19/2024 - 12/13/2024,Friday,8:30AM to 11:20AM,NTDP F222,"Keathly,David Mark"
CSCE1010_325,Discovering Computer Science,24,08/19/2024 - 12/13/2024,Wednesday,8:30AM to 11:20AM,NTDP F210,"Borge Flores,Rubenia Borge"
CSCE1010_326,Discovering Computer Science,45,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 8:20PM,NTDP F222,"Borge Flores,Rubenia Borge"
CSCE1010_327,Discovering Computer Science,56,08/19/2024 - 12/13/2024,Friday,8:30AM to 11:20AM,NTDP B140,"Borge Flores,Rubenia Borge"
CSCE1030_001,Computer Science I,120,08/19/2024 - 12/13/2024,Monday Wednesday,4:00PM to 5:20PM,Wh    122,"Shrestha,Pradhumna Lal"
CSCE1030_002,Computer Science I,118,08/19/2024 - 12/13/2024,Monday Wednesday,2:30PM to 3:50PM,Phys  102,"Maharjan,Amar"
CSCE1030_003,Computer Science I,87,08/19/2024 - 12/13/2024,Wednesday,5:30PM to 8:20PM,Env   110,"Maharjan,Amar"
CSCE1030_004,Computer Science I,98,08/19/2024 - 12/13/2024,Monday Wednesday,2:00PM to 3:20PM,LIFE A204,"Shrestha,Pradhumna Lal"
CSCE1030_332,Computer Science I,27,08/19/2024 - 12/13/2024,Monday,8:30AM to 11:20AM,NTDP F218,"Shrestha,Pradhumna Lal"
CSCE1030_333,Computer Science I,28,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP F218,"Maharjan,Amar"
CSCE1030_334,Computer Science I,36,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP F222,"Maharjan,Amar"
CSCE1030_335,Computer Science I,33,08/19/2024 - 12/13/2024,Monday,11:30AM to 2:20PM,NTDP F222,"Shrestha,Pradhumna Lal"
CSCE1030_336,Computer Science I,39,08/19/2024 - 12/13/2024,Wednesday,11:30AM to 2:20PM,NTDP F222,"Shrestha,Pradhumna Lal"
CSCE1030_337,Computer Science I,24,08/19/2024 - 12/13/2024,Monday,5:30PM to 8:20PM,NTDP F222,"Maharjan,Amar"
CSCE1030_338,Computer Science I,30,08/19/2024 - 12/13/2024,Wednesday,5:30PM to 8:20PM,NTDP F222,"Maharjan,Amar"
CSCE1030_339,Computer Science I,21,08/19/2024 - 12/13/2024,Monday,11:30AM to 2:20PM,NTDP F236,"Shrestha,Pradhumna Lal"
CSCE1030_340,Computer Science I,18,08/19/2024 - 12/13/2024,Tuesday,8:30AM to 11:20AM,NTDP F223,"Maharjan,Amar"
CSCE1030_341,Computer Science I,28,08/19/2024 - 12/13/2024,Tuesday,2:30PM to 5:20PM,NTDP F218,"Maharjan,Amar"
CSCE1030_342,Computer Science I,22,08/19/2024 - 12/13/2024,Thursday,2:30PM to 5:20PM,NTDP F218,"Maharjan,Amar"
CSCE1030_343,Computer Science I,19,08/19/2024 - 12/13/2024,Tuesday,11:30AM to 2:20PM,NTDP F218,"Maharjan,Amar"
CSCE1030_344,Computer Science I,36,08/19/2024 - 12/13/2024,Tuesday,11:30AM to 2:20PM,NTDP F222,"Shrestha,Pradhumna Lal"
CSCE1030_345,Computer Science I,28,08/19/2024 - 12/13/2024,Thursday,11:30AM to 2:20PM,NTDP F218,"Shrestha,Pradhumna Lal"
CSCE1030_347,Computer Science I,13,08/19/2024 - 12/13/2024,Thursday,2:30PM to 5:20PM,NTDP F243,"Shrestha,Pradhumna Lal"
CSCE1030_348,Computer Science I,21,08/19/2024 - 12/13/2024,Thursday,2:30PM to 5:20PM,NTDP F223,"Shrestha,Pradhumna Lal"
CSCE1040_001,Computer Science II,117,08/19/2024 - 12/13/2024,Tuesday Thursday,1:00PM to 2:20PM,Wh    222,"Mosquera Ferrandiz,Fernando"
CSCE1040_002,Computer Science II,85,08/19/2024 - 12/13/2024,Tuesday Thursday,2:30PM to 3:50PM,Phys  102,"Mosquera Ferrandiz,Fernando"
CSCE1040_309,Computer Science II,15,08/19/2024 - 12/13/2024,Tuesday,8:30AM to 11:20AM,NTDP F222,"Mosquera Ferrandiz,Fernando"
CSCE1040_310,Computer Science II,27,08/19/2024 - 12/13/2024,Thursday,2:30PM to 5:20PM,NTDP F222,"Mosquera Ferrandiz,Fernando"
CSCE1040_311,Computer Science II,37,08/19/2024 - 12/13/2024,Wednesday,2:30PM to 5:20PM,NTDP F218,"Mosquera Ferrandiz,Fernando"
CSCE1040_312,Computer Science II,30,08/19/2024 - 12/13/2024,Tuesday,2:30PM to 5:20PM,NTDP F222,"Mosquera Ferrandiz,Fernando"
CSCE1040_313,Computer Science II,23,08/19/2024 - 12/13/2024,Monday,2:30PM to 5:20PM,NTDP F222,"Mosquera Ferrandiz,Fernando"
CSCE1040_314,Computer Science II,37,08/19/2024 - 12/13/2024,Friday,11:30AM to 2:20PM,NTDP F222,"Mosquera Ferrandiz,Fernando"
CSCE1040_315,Computer Science II,30,08/19/2024 - 12/13/2024,Thursday,11:30AM to 2:20PM,NTDP F222,"Mosquera Ferrandiz,Fernando"
CSCE1040_316,Computer Science II,3,08/19/2024 - 12/13/2024,Monday,8:30AM to 11:20AM,NTDP F222,"Mosquera Ferrandiz,Fernando"
CSCE2100_001,Foundations of Computing,64,08/19/2024 - 12/13/2024,Tuesday Thursday,8:30AM to 9:50AM,NTDP E265,"Wang,Wenting"
CSCE2100_002,Foundations of Computing,79,08/19/2024 - 12/13/2024,Monday Wednesday,4:00PM to 5:20PM,NTDP E264,"Wang,Wenting"
CSCE2100_003,Foundations of Computing,80,08/19/2024 - 12/13/2024,Monday Wednesday,2:30PM to 3:50PM,NTDP E264,"Chambers,Curtis"
CSCE2100_004,Foundations of Computing,29,08/19/2024 - 12/13/2024,Tuesday Thursday,10:00AM to 11:20AM,NTDP K110,"Chambers,Curtis"
CSCE2100_214,Foundations of Computing,20,08/19/2024 - 12/13/2024,Tuesday,9:30AM to 10:20AM,NTDP F243,"Wang,Wenting"
CSCE2100_215,Foundations of Computing,27,08/19/2024 - 12/13/2024,Wednesday,2:30PM to 3:20PM,NTDP F243,"Wang,Wenting"
CSCE2100_216,Foundations of Computing,25,08/19/2024 - 12/13/2024,Friday,1:30PM to 2:20PM,NTDP F218,"Chambers,Curtis"
CSCE2100_217,Foundations of Computing,29,08/19/2024 - 12/13/2024,Thursday,9:30AM to 10:20AM,NTDP F218,"Chambers,Curtis"
CSCE2100_218,Foundations of Computing,28,08/19/2024 - 12/13/2024,Friday,11:30AM to 12:20PM,NTDP F243,"Wang,Wenting"
CSCE2100_219,Foundations of Computing,31,08/19/2024 - 12/13/2024,Monday,1:30PM to 2:20PM,NTDP F243,"Wang,Wenting"
CSCE2100_222,Foundations of Computing,16,08/19/2024 - 12/13/2024,Friday,2:30PM to 3:20PM,NTDP F243,"Wang,Wenting"
CSCE2100_223,Foundations of Computing,21,08/19/2024 - 12/13/2024,Friday,8:30AM to 9:20AM,NTDP F218,"Wang,Wenting"
CSCE2100_224,Foundations of Computing,26,08/19/2024 - 12/13/2024,Friday,9:30AM to 10:20AM,NTDP F218,"Chambers,Curtis"
CSCE2100_225,Foundations of Computing,10,08/19/2024 - 12/13/2024,Wednesday,12:30PM to 1:20PM,NTDP F218,"Chambers,Curtis"
CSCE2100_226,Foundations of Computing,16,08/19/2024 - 12/13/2024,Tuesday,1:30PM to 2:20PM,NTDP F243,"Chambers,Curtis"
CSCE2100_227,Foundations of Computing,3,08/19/2024 - 12/13/2024,Tuesday,4:30PM to 5:20PM,NTDP F243,"Chambers,Curtis"
CSCE2110_001,Foundations of Data Structures,118,08/19/2024 - 12/13/2024,Monday Wednesday,10:00AM to 11:20AM,NTDP B155,"Chambers,Curtis"
CSCE2110_002,Foundations of Data Structures,118,08/19/2024 - 12/13/2024,Monday Wednesday,1:00PM to 2:20PM,NTDP B155,"Chambers,Curtis"
CSCE2110_003,Foundations of Data Structures,25,08/19/2024 - 12/13/2024,Tuesday Thursday,8:30AM to 9:50AM,NTDP E264,"Chambers,Curtis"
CSCE2110_210,Foundations of Data Structures,30,08/19/2024 - 12/13/2024,Friday,12:30PM to 1:20PM,NTDP F223,"Chambers,Curtis"
CSCE2110_211,Foundations of Data Structures,36,08/19/2024 - 12/13/2024,Wednesday,11:30AM to 12:20PM,NTDP F270,"Chambers,Curtis"
CSCE2110_212,Foundations of Data Structures,36,08/19/2024 - 12/13/2024,Tuesday,9:30AM to 10:20AM,NTDP F218,"Chambers,Curtis"
CSCE2110_213,Foundations of Data Structures,25,08/19/2024 - 12/13/2024,Thursday,9:30AM to 10:20AM,NTDP F223,"Chambers,Curtis"
CSCE2110_214,Foundations of Data Structures,20,08/19/2024 - 12/13/2024,Friday,12:30PM to 1:20PM,NTDP F270,"Chambers,Curtis"
CSCE2110_215,Foundations of Data Structures,37,08/19/2024 - 12/13/2024,Wednesday,11:30AM to 12:20PM,NTDP F243,"Chambers,Curtis"
CSCE2110_216,Foundations of Data Structures,32,08/19/2024 - 12/13/2024,Wednesday,2:30PM to 3:20PM,NTDP F223,"Chambers,Curtis"
CSCE2110_217,Foundations of Data Structures,20,08/19/2024 - 12/13/2024,Monday,9:30AM to 10:20AM,NTDP F223,"Chambers,Curtis"
CSCE2110_218,Foundations of Data Structures,6,08/19/2024 - 12/13/2024,Wednesday,2:30PM to 3:20PM,NTDP F222,"Chambers,Curtis"
CSCE2110_219,Foundations of Data Structures,9,08/19/2024 - 12/13/2024,Thursday,1:30PM to 2:20PM,NTDP F270,"Chambers,Curtis"
CSCE2110_220,Foundations of Data Structures,10,08/19/2024 - 12/13/2024,Tuesday,10:30AM to 11:20AM,NTDP F218,"Chambers,Curtis"
CSCE2610_001,Assembly Language and Computer Organization,75,08/19/2024 - 12/13/2024,Tuesday Thursday,10:00AM to 11:20AM,NTDP E266,"Pottathuparambil,Robin Jacob"
CSCE2610_002,Assembly Language and Computer Organization,58,08/19/2024 - 12/13/2024,Tuesday Thursday,1:00PM to 2:20PM,NTDP B155,"Pottathuparambil,Robin Jacob"
CSCE2610_204,Assembly Language and Computer Organization,23,08/19/2024 - 12/13/2024,Monday,1:30PM to 2:20PM,NTDP F270,"Pottathuparambil,Robin Jacob"
CSCE2610_205,Assembly Language and Computer Organization,24,08/19/2024 - 12/13/2024,Thursday,5:30PM to 6:50PM,NTDP F270,"Pottathuparambil,Robin Jacob"
CSCE2610_206,Assembly Language and Computer Organization,30,08/19/2024 - 12/13/2024,Tuesday,2:30PM to 3:20PM,NTDP F270,"Pottathuparambil,Robin Jacob"
CSCE2610_207,Assembly Language and Computer Organization,11,08/19/2024 - 12/13/2024,Tuesday,10:00AM to 11:20AM,NTDP F236,"Pottathuparambil,Robin Jacob"
CSCE2610_208,Assembly Language and Computer Organization,34,08/19/2024 - 12/13/2024,Thursday,2:30PM to 3:20PM,NTDP F270,"Pottathuparambil,Robin Jacob"
CSCE2610_210,Assembly Language and Computer Organization,11,08/19/2024 - 12/13/2024,Monday,5:30PM to 6:20PM,NTDP F270,"Pottathuparambil,Robin Jacob"
CSCE3010_001,Signals and Systems,36,08/19/2024 - 12/13/2024,Monday Wednesday,7:00PM to 8:20PM,NTDP K110,"Ali,Syed"
CSCE3055_001,IT Project Management,13,08/19/2024 - 12/13/2024,Monday Wednesday,1:30PM to 2:50PM,NTDP B140,"Gooranorimi,Hadiseh"
CSCE3110_001,Data Structures and Algorithms,68,08/19/2024 - 12/13/2024,Monday Wednesday,9:00AM to 10:20AM,NTDP K110,"Wang,Wenting"
CSCE3110_002,Data Structures and Algorithms,26,08/19/2024 - 12/13/2024,Tuesday,1:30PM to 4:20PM,NTDP F223,"Parupudi,Satya vrvt"
CSCE3420_001,Internet Programming,14,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 8:20PM,NTDP K110,"Khalil,Saqib"
CSCE3444_001,Software Engineering,65,08/19/2024 - 12/13/2024,Tuesday Thursday,1:00PM to 2:20PM,NTDP E266,"Doran,Jonathon"
CSCE3444_002,Software Engineering,60,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,BLB   005,"Gooranorimi,Hadiseh"
CSCE3444_003,Software Engineering,69,08/19/2024 - 12/13/2024,Tuesday Thursday,10:00AM to 11:20AM,NTDP K120,"Doran,Jonathon"
CSCE3530_001,Introduction to Computer Networks,60,08/19/2024 - 12/13/2024,Tuesday Thursday,8:30AM to 9:50AM,NTDP E266,"Mosquera Ferrandiz,Fernando"
CSCE3530_003,Introduction to Computer Networks,10,08/19/2024 - 12/13/2024,Monday Wednesday,1:00PM to 2:20PM,NTDP F223,"Shastri,Supreeth"
CSCE3550_001,Foundations of Cybersecurity,80,08/19/2024 - 12/13/2024,Thursday,5:30PM to 8:20PM,NTDP E264,"Hochstetler,Jacob"
CSCE3550_002,Foundations of Cybersecurity,52,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP B140,"Frenzel,Ervin H"
CSCE3550_003,Foundations of Cybersecurity,45,08/19/2024 - 12/13/2024,Wednesday,5:30PM to 8:20PM,NTDP F218,"Hochstetler,Jacob"
CSCE3550_201,Foundations of Cybersecurity,22,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 6:20PM,NTDP F236,"Hochstetler,Jacob"
CSCE3550_203,Foundations of Cybersecurity,22,08/19/2024 - 12/13/2024,Wednesday,12:30PM to 1:20PM,NTDP F236,"Hochstetler,Jacob"
CSCE3550_204,Foundations of Cybersecurity,8,08/19/2024 - 12/13/2024,Tuesday,3:00PM to 3:50PM,NTDP F236,"Hochstetler,Jacob"
CSCE3550_206,Foundations of Cybersecurity,28,08/19/2024 - 12/13/2024,Thursday,3:00PM to 3:50PM,NTDP F242,"Hochstetler,Jacob"
CSCE3550_207,Foundations of Cybersecurity,33,08/19/2024 - 12/13/2024,Tuesday,3:00PM to 3:50PM,NTDP F243,"Frenzel,Ervin H"
CSCE3550_208,Foundations of Cybersecurity,19,08/19/2024 - 12/13/2024,Thursday,5:30PM to 6:20PM,NTDP F236,"Frenzel,Ervin H"
CSCE3550_209,Foundations of Cybersecurity,13,08/19/2024 - 12/13/2024,Thursday,8:30AM to 9:20AM,NTDP F210,"Hochstetler,Jacob"
CSCE3550_210,Foundations of Cybersecurity,32,08/19/2024 - 12/13/2024,Wednesday,4:30PM to 5:20PM,NTDP F243,"Hochstetler,Jacob"
CSCE3600_001,Principles of Systems Programming,48,08/19/2024 - 12/13/2024,Monday Wednesday,10:00AM to 11:20AM,NTDP B190,"Parupudi,Satya vrvt"
CSCE3600_002,Principles of Systems Programming,56,08/19/2024 - 12/13/2024,Monday Wednesday,8:30AM to 9:50AM,NTDP D201,"Parupudi,Satya vrvt"
CSCE3600_003,Principles of Systems Programming,65,08/19/2024 - 12/13/2024,Tuesday Thursday,8:30PM to 9:50PM,NTDP K110,"James,Gary Thomas"
